RIDAGEYR,INDFMPIR
80.0,2.54
6.0,3.37
53.0,4.12
1.0,0.65
79.0,1.8
72.0,3.9
80.0,3.82
71.0,3.14
19.0,3.97
59.0,5.0
80.0,3.14
67.0,1.75
2.0,5.0
72.0,1.27
29.0,5.0
67.0,3.82
53.0,3.04
24.0,2.8
61.0,3.02
71.0,1.1
52.0,3.25
44.0,5.397605346934028e-79
75.0,0.57
67.0,5.0
14.0,1.01
63.0,5.0
36.0,4.0
15.0,3.23
53.0,1.33
80.0,1.34
70.0,4.67
67.0,0.4
49.0,2.41
21.0,1.47
66.0,4.06
40.0,1.85
5.0,1.01
30.0,4.44
16.0,0.7
34.0,1.84
80.0,4.51
46.0,5.0
58.0,2.14
27.0,5.0
63.0,4.1
6.0,5.0
27.0,1.42
10.0,1.39
61.0,4.78
5.397605346934028e-79,1.71
61.0,0.46
12.0,5.0
65.0,4.92
11.0,4.32
24.0,0.71
38.0,4.68
65.0,5.0
65.0,5.0
42.0,1.37
19.0,1.01
14.0,1.91
6.0,5.0
38.0,5.0
80.0,0.88
80.0,1.03
49.0,2.4
65.0,2.78
34.0,4.6
18.0,0.48
8.0,0.91
71.0,3.8
4.0,0.54
5.0,2.48
77.0,1.44
36.0,1.37
65.0,5.0
48.0,3.76
58.0,0.74
35.0,1.98
5.0,5.0
75.0,3.8
80.0,1.06
56.0,5.0
56.0,5.0
13.0,0.05
62.0,4.54
13.0,0.31
34.0,4.78
5.0,2.05
60.0,5.0
6.0,2.15
41.0,5.0
64.0,3.17
53.0,3.75
4.0,5.0
39.0,3.13
26.0,3.11
41.0,3.69
29.0,4.42
62.0,3.01
34.0,5.0
33.0,1.62
64.0,0.82
16.0,5.0
72.0,2.28
1.0,5.0
56.0,1.62
6.0,1.08
70.0,3.28
33.0,1.08
20.0,3.75
6.0,0.19
64.0,0.1
13.0,1.14
58.0,4.31
57.0,5.0
30.0,5.0
59.0,2.49
13.0,3.93
53.0,5.0
27.0,5.0
37.0,0.39
63.0,5.0
75.0,1.12
7.0,1.31
19.0,2.25
35.0,3.58
44.0,5.0
79.0,5.0
13.0,3.69
6.0,5.0
80.0,1.3
26.0,5.0
24.0,3.68
11.0,5.0
5.0,2.45
33.0,4.32
33.0,1.05
41.0,3.42
60.0,2.45
62.0,2.3
73.0,5.0
17.0,2.03
52.0,5.0
11.0,1.41
80.0,2.38
4.0,1.25
1.0,3.91
54.0,1.53
72.0,1.51
39.0,3.14
2.0,1.05
45.0,0.12
50.0,2.18
10.0,2.75
26.0,1.01
80.0,5.0
18.0,4.44
64.0,5.0
66.0,2.43
9.0,1.05
70.0,0.93
8.0,1.8
33.0,3.02
72.0,0.74
32.0,2.33
5.0,2.28
39.0,1.65
5.0,4.33
19.0,3.96
44.0,2.74
47.0,5.0
2.0,0.47
66.0,1.67
34.0,4.8
25.0,1.38
40.0,3.13
54.0,1.02
4.0,5.0
18.0,0.58
80.0,1.93
74.0,1.69
46.0,1.47
26.0,1.67
41.0,4.12
46.0,1.94
62.0,4.92
5.0,5.0
60.0,5.0
42.0,5.0
11.0,3.23
11.0,2.74
31.0,5.397605346934028e-79
17.0,4.68
59.0,5.0
68.0,3.28
50.0,1.55
10.0,1.99
65.0,2.94
67.0,1.47
19.0,2.05
31.0,2.32
45.0,2.46
78.0,1.19
67.0,1.46
63.0,5.397605346934028e-79
53.0,0.66
41.0,3.78
4.0,1.86
31.0,4.1
13.0,0.8
60.0,5.0
54.0,1.03
5.0,5.0
6.0,3.06
80.0,2.28
12.0,0.43
26.0,3.6
66.0,5.0
3.0,4.68
64.0,5.0
63.0,4.92
12.0,2.58
10.0,3.42
7.0,2.73
18.0,1.17
55.0,1.8
8.0,0.61
76.0,5.0
56.0,5.0
50.0,3.69
19.0,0.14
25.0,2.47
73.0,2.36
13.0,3.21
40.0,0.43
58.0,4.56
12.0,1.09
28.0,3.43
20.0,0.8
69.0,0.83
10.0,5.0
32.0,1.62
68.0,3.53
17.0,3.08
10.0,2.4
79.0,1.99
52.0,1.26
14.0,0.61
13.0,5.0
34.0,1.66
72.0,5.0
66.0,2.43
43.0,5.397605346934028e-79
10.0,0.96
62.0,0.16
16.0,0.52
38.0,5.0
59.0,1.43
51.0,4.71
63.0,5.0
6.0,4.83
7.0,3.0
17.0,0.98
75.0,1.15
42.0,2.67
9.0,5.0
43.0,0.58
61.0,1.47
80.0,1.75
68.0,5.0
31.0,1.99
41.0,0.06
73.0,2.28
52.0,2.31
14.0,5.0
10.0,5.0
32.0,0.13
6.0,1.67
30.0,5.0
1.0,2.03
11.0,3.33
80.0,3.82
72.0,3.28
36.0,5.0
61.0,5.0
72.0,1.41
14.0,2.42
25.0,1.69
70.0,3.42
9.0,0.47
54.0,1.23
12.0,2.54
49.0,5.0
19.0,2.49
38.0,1.55
59.0,5.0
59.0,0.29
80.0,0.03
18.0,3.22
49.0,5.0
45.0,5.0
2.0,1.74
8.0,1.16
7.0,1.0
27.0,1.28
15.0,0.72
80.0,4.46
28.0,3.31
55.0,0.43
8.0,1.13
16.0,5.397605346934028e-79
3.0,1.09
1.0,2.43
80.0,2.94
60.0,1.1
61.0,2.57
62.0,5.0
68.0,3.3
15.0,1.56
18.0,1.39
38.0,1.44
13.0,0.36
8.0,0.48
4.0,0.54
42.0,5.0
46.0,3.0
65.0,5.0
44.0,2.85
4.0,2.96
5.0,5.0
50.0,1.26
74.0,5.0
17.0,0.67
75.0,4.42
41.0,3.33
29.0,0.03
42.0,2.06
19.0,2.58
72.0,1.78
29.0,5.0
61.0,5.0
10.0,0.3
58.0,3.02
77.0,2.02
70.0,1.23
8.0,1.15
66.0,1.71
80.0,2.32
10.0,1.0
58.0,0.72
54.0,1.42
17.0,5.0
22.0,0.88
9.0,1.55
60.0,5.0
3.0,2.86
11.0,4.31
56.0,5.0
59.0,5.0
13.0,0.62
80.0,0.99
75.0,3.55
41.0,3.15
65.0,5.0
4.0,2.0
49.0,3.06
65.0,1.06
53.0,1.03
34.0,0.75
59.0,1.03
7.0,4.32
53.0,1.52
30.0,2.35
46.0,5.0
54.0,0.03
45.0,4.3
11.0,5.0
55.0,1.01
71.0,5.0
15.0,0.66
61.0,1.47
19.0,2.83
6.0,3.77
55.0,5.0
70.0,0.88
68.0,0.55
10.0,2.0
4.0,1.71
7.0,0.05
11.0,5.0
15.0,1.61
61.0,1.52
29.0,1.04
79.0,3.7
48.0,5.0
48.0,3.73
35.0,0.66
52.0,2.92
4.0,1.01
12.0,5.0
34.0,1.9
43.0,1.17
12.0,1.34
71.0,5.0
6.0,2.69
34.0,5.0
20.0,3.24
5.0,5.0
58.0,5.0
39.0,0.26
34.0,0.93
39.0,1.37
70.0,5.0
49.0,4.12
29.0,2.43
50.0,0.61
64.0,0.02
73.0,5.0
70.0,4.88
59.0,5.0
55.0,2.85
57.0,1.64
42.0,5.0
30.0,5.0
79.0,2.74
42.0,4.46
71.0,0.92
74.0,5.0
34.0,1.1
3.0,0.52
5.397605346934028e-79,2.16
37.0,0.83
57.0,3.44
28.0,0.86
54.0,5.0
39.0,2.19
13.0,2.16
8.0,1.24
12.0,2.17
71.0,4.1
24.0,1.85
80.0,5.0
59.0,5.0
38.0,0.77
80.0,2.58
78.0,4.42
73.0,3.0
41.0,5.0
18.0,0.91
55.0,2.94
32.0,4.31
10.0,1.99
72.0,0.05
24.0,1.21
18.0,0.29
5.397605346934028e-79,0.14
18.0,5.0
33.0,1.13
67.0,0.63
9.0,0.58
50.0,0.57
3.0,1.14
50.0,5.0
32.0,5.0
53.0,1.13
15.0,0.27
49.0,1.71
72.0,3.53
12.0,1.85
41.0,3.82
19.0,5.397605346934028e-79
22.0,4.45
12.0,5.0
11.0,2.52
53.0,0.76
18.0,2.16
55.0,4.59
15.0,2.28
45.0,2.5
80.0,1.91
56.0,1.01
53.0,1.13
57.0,2.73
7.0,2.12
2.0,0.98
14.0,1.58
51.0,2.33
42.0,3.42
31.0,5.0
50.0,2.47
4.0,5.0
3.0,0.9
5.397605346934028e-79,0.79
48.0,4.0
67.0,5.0
75.0,5.0
18.0,0.66
47.0,2.86
28.0,4.04
61.0,3.6
31.0,5.0
65.0,1.85
38.0,3.33
15.0,0.77
5.0,4.25
75.0,5.0
58.0,4.46
61.0,5.0
38.0,5.0
2.0,5.0
71.0,2.18
3.0,2.61
80.0,1.91
62.0,5.0
64.0,0.69
13.0,0.56
23.0,4.67
68.0,4.1
61.0,1.03
50.0,5.0
33.0,5.0
49.0,1.31
32.0,3.68
31.0,5.0
77.0,2.86
62.0,2.92
12.0,0.3
45.0,0.11
66.0,3.22
11.0,0.25
55.0,5.0
74.0,2.18
63.0,1.94
57.0,3.82
45.0,1.51
47.0,1.52
62.0,0.35
30.0,1.03
24.0,2.85
6.0,1.23
10.0,2.46
6.0,1.13
71.0,4.42
26.0,3.69
30.0,1.14
63.0,1.42
61.0,5.0
32.0,5.0
61.0,3.47
4.0,0.03
11.0,4.11
10.0,1.08
71.0,5.0
17.0,1.93
32.0,0.52
42.0,1.26
18.0,0.15
11.0,1.71
67.0,1.86
80.0,0.04
3.0,1.09
31.0,0.94
69.0,1.47
74.0,2.03
3.0,0.42
5.397605346934028e-79,3.26
12.0,0.65
56.0,2.13
69.0,1.61
12.0,1.31
31.0,2.77
17.0,0.01
42.0,2.03
7.0,5.0
22.0,4.02
72.0,5.0
53.0,5.0
13.0,0.87
48.0,1.85
75.0,0.99
17.0,4.1
68.0,2.4
53.0,2.95
30.0,0.58
49.0,0.51
74.0,5.0
35.0,2.7
34.0,1.85
78.0,1.06
50.0,2.74
20.0,1.94
8.0,0.76
60.0,4.1
7.0,3.02
66.0,2.31
10.0,1.46
15.0,1.52
62.0,5.0
11.0,4.03
59.0,3.43
18.0,0.87
67.0,1.05
72.0,4.19
58.0,5.0
72.0,0.61
55.0,0.69
22.0,0.84
70.0,1.71
17.0,5.0
64.0,5.0
61.0,0.75
75.0,5.0
22.0,1.14
18.0,0.08
68.0,5.0
41.0,5.0
56.0,4.42
32.0,1.97
71.0,2.94
61.0,5.0
9.0,0.09
13.0,3.08
52.0,2.48
71.0,0.73
31.0,0.05
34.0,1.67
32.0,2.94
4.0,1.96
37.0,5.0
2.0,1.67
3.0,0.82
61.0,5.0
57.0,5.0
56.0,3.11
80.0,0.91
29.0,2.35
49.0,2.46
52.0,5.0
21.0,2.18
80.0,3.33
22.0,3.31
74.0,5.0
44.0,5.0
35.0,5.0
25.0,3.42
1.0,3.33
1.0,0.41
79.0,5.0
74.0,0.74
71.0,5.0
38.0,5.0
64.0,0.96
75.0,2.73
67.0,5.0
61.0,5.0
64.0,5.0
72.0,3.77
6.0,1.01
9.0,0.67
50.0,2.4
6.0,5.0
35.0,0.9
77.0,4.37
40.0,2.17
62.0,2.35
13.0,1.08
20.0,1.05
36.0,5.0
65.0,3.28
5.397605346934028e-79,0.49
74.0,1.08
59.0,4.13
71.0,0.84
25.0,0.04
4.0,1.23
74.0,2.79
41.0,0.7
64.0,0.66
38.0,2.54
32.0,0.94
80.0,5.0
62.0,5.0
9.0,1.54
24.0,5.0
17.0,5.0
41.0,0.74
68.0,2.58
35.0,0.01
73.0,1.81
17.0,1.0
73.0,2.15
5.0,5.0
68.0,3.72
26.0,1.97
8.0,2.26
4.0,4.33
31.0,4.37
39.0,1.99
17.0,5.0
26.0,4.34
4.0,2.85
18.0,2.16
11.0,0.48
18.0,0.3
4.0,4.0
42.0,2.94
70.0,3.24
16.0,2.74
38.0,5.0
14.0,2.09
6.0,1.71
10.0,3.23
53.0,1.03
60.0,1.01
48.0,2.73
34.0,4.17
25.0,1.09
3.0,2.92
24.0,5.0
2.0,5.0
60.0,0.85
5.397605346934028e-79,5.0
59.0,2.79
39.0,4.1
4.0,1.04
37.0,2.42
66.0,1.13
16.0,0.24
72.0,2.87
12.0,0.88
70.0,0.92
64.0,2.94
80.0,3.8
10.0,0.36
4.0,0.4
37.0,1.13
23.0,2.54
26.0,2.73
73.0,2.21
64.0,5.0
60.0,0.74
68.0,3.03
68.0,3.06
62.0,0.88
9.0,1.31
19.0,3.21
69.0,3.26
54.0,5.0
18.0,0.74
9.0,0.3
65.0,4.02
32.0,1.76
19.0,5.0
57.0,5.397605346934028e-79
33.0,3.89
61.0,0.1
48.0,5.0
71.0,2.18
74.0,5.0
2.0,0.79
8.0,3.28
26.0,0.18
5.0,1.74
32.0,5.0
12.0,5.0
25.0,1.02
5.0,0.48
13.0,0.73
30.0,4.73
6.0,0.6
16.0,5.0
11.0,1.05
52.0,2.46
58.0,0.31
65.0,5.0
27.0,3.57
13.0,0.89
5.397605346934028e-79,2.16
58.0,2.56
11.0,3.77
74.0,3.82
38.0,4.83
72.0,2.35
58.0,5.0
41.0,0.17
38.0,5.0
77.0,2.79
8.0,1.08
59.0,5.0
53.0,1.47
75.0,4.56
76.0,2.18
15.0,2.12
14.0,0.73
27.0,2.19
36.0,5.0
80.0,3.09
69.0,5.0
12.0,4.28
78.0,5.0
33.0,0.83
24.0,5.0
12.0,2.85
10.0,1.56
1.0,0.96
62.0,5.0
80.0,2.06
80.0,5.0
6.0,0.36
67.0,5.0
31.0,2.69
56.0,5.0
80.0,4.06
59.0,3.58
66.0,5.0
14.0,5.0
7.0,5.0
4.0,3.58
30.0,5.0
12.0,2.77
13.0,3.13
46.0,2.18
68.0,1.17
58.0,3.55
61.0,3.0
55.0,0.96
71.0,1.18
39.0,0.01
6.0,5.0
54.0,3.02
3.0,0.62
11.0,1.48
80.0,3.04
49.0,5.0
5.397605346934028e-79,5.0
55.0,5.0
45.0,1.21
2.0,1.1
74.0,3.55
58.0,3.0
16.0,1.19
8.0,1.8
63.0,5.0
16.0,3.0
27.0,4.6
68.0,5.0
10.0,0.63
9.0,2.56
63.0,5.0
72.0,1.4
10.0,3.42
32.0,0.41
59.0,1.65
50.0,2.87
66.0,0.83
1.0,5.0
3.0,0.94
80.0,4.6
60.0,5.0
80.0,1.36
19.0,2.49
41.0,4.83
6.0,4.4
49.0,2.32
80.0,0.59
14.0,1.8
47.0,1.55
76.0,1.07
24.0,3.11
68.0,5.0
65.0,3.77
9.0,0.33
75.0,2.19
33.0,2.73
42.0,2.29
51.0,0.19
16.0,2.33
27.0,2.18
19.0,5.0
26.0,3.33
76.0,2.72
60.0,5.0
16.0,5.0
59.0,2.39
9.0,3.04
54.0,3.55
44.0,0.02
56.0,4.42
72.0,4.56
61.0,3.0
14.0,1.53
25.0,2.5
74.0,1.49
69.0,2.18
77.0,5.0
36.0,5.397605346934028e-79
62.0,1.1
59.0,5.0
10.0,4.5
46.0,4.02
36.0,5.0
37.0,2.06
71.0,5.0
64.0,4.67
62.0,2.09
47.0,3.6
9.0,0.52
29.0,3.17
15.0,0.52
67.0,1.51
16.0,1.32
59.0,0.18
52.0,5.0
64.0,0.11
5.0,2.02
13.0,1.8
7.0,1.22
59.0,0.85
60.0,0.66
8.0,2.16
5.397605346934028e-79,0.45
9.0,5.0
15.0,0.58
16.0,0.46
4.0,2.39
19.0,4.93
23.0,2.72
25.0,0.46
73.0,2.46
19.0,0.01
2.0,0.75
18.0,1.51
6.0,1.05
14.0,2.77
60.0,0.88
55.0,5.0
44.0,1.08
78.0,2.3
73.0,5.0
11.0,1.99
28.0,4.87
18.0,2.28
71.0,5.0
5.397605346934028e-79,1.09
27.0,0.02
50.0,5.397605346934028e-79
18.0,5.0
68.0,2.21
20.0,2.17
10.0,5.0
9.0,1.33
30.0,0.37
50.0,0.76
11.0,1.3
62.0,5.0
63.0,5.0
20.0,2.06
14.0,0.72
13.0,0.84
3.0,0.52
43.0,5.0
60.0,0.98
45.0,0.83
53.0,5.0
77.0,2.46
59.0,5.0
44.0,1.57
50.0,4.31
70.0,2.18
24.0,0.74
10.0,3.97
11.0,1.85
5.397605346934028e-79,0.39
12.0,3.19
30.0,5.0
11.0,1.85
4.0,5.0
62.0,4.1
69.0,2.13
34.0,3.52
25.0,1.65
9.0,1.97
72.0,5.0
80.0,3.57
24.0,3.75
44.0,2.13
7.0,2.09
24.0,2.7
35.0,1.51
26.0,0.92
4.0,4.93
54.0,5.0
1.0,2.15
14.0,0.65
19.0,2.41
78.0,3.96
78.0,5.0
1.0,3.22
60.0,0.69
38.0,1.34
47.0,5.0
62.0,4.92
5.397605346934028e-79,1.13
4.0,3.27
33.0,5.0
6.0,5.0
6.0,5.397605346934028e-79
75.0,5.0
80.0,1.6
14.0,1.42
25.0,4.12
16.0,3.23
8.0,0.37
12.0,2.0
30.0,1.71
19.0,5.0
56.0,5.0
17.0,0.31
16.0,1.85
77.0,4.94
60.0,5.0
6.0,5.0
60.0,3.24
65.0,4.6
35.0,5.0
79.0,1.61
27.0,5.0
67.0,3.12
7.0,0.47
6.0,0.67
64.0,0.63
74.0,1.8
37.0,5.0
34.0,1.26
65.0,3.29
16.0,5.0
15.0,1.57
2.0,0.63
1.0,2.85
59.0,5.0
34.0,5.0
71.0,5.0
58.0,0.96
3.0,5.0
37.0,4.78
52.0,1.43
9.0,1.14
66.0,2.62
52.0,5.0
72.0,2.72
74.0,3.44
2.0,1.34
3.0,5.397605346934028e-79
50.0,1.52
63.0,5.0
12.0,0.62
16.0,3.06
6.0,1.55
15.0,5.0
64.0,5.0
76.0,1.26
41.0,3.37
28.0,3.6
3.0,0.65
80.0,2.07
11.0,0.72
14.0,4.78
62.0,5.0
32.0,0.81
21.0,2.58
54.0,0.85
70.0,3.39
64.0,5.0
55.0,0.88
48.0,4.64
18.0,0.79
21.0,0.31
8.0,1.76
74.0,4.32
18.0,0.65
67.0,1.01
16.0,1.01
37.0,5.0
1.0,1.8
79.0,1.43
10.0,0.87
4.0,5.0
58.0,0.05
67.0,1.25
5.397605346934028e-79,0.61
4.0,3.08
9.0,0.25
52.0,3.97
60.0,2.87
12.0,0.47
64.0,4.92
8.0,3.19
13.0,0.58
34.0,4.33
17.0,3.69
37.0,5.0
19.0,1.13
2.0,0.77
73.0,1.32
68.0,5.0
6.0,1.02
57.0,1.23
80.0,2.94
65.0,5.0
80.0,2.33
1.0,0.32
54.0,5.0
74.0,5.0
71.0,5.0
74.0,1.16
78.0,1.1
24.0,3.29
12.0,1.87
22.0,1.84
78.0,3.96
60.0,5.397605346934028e-79
67.0,0.85
75.0,4.12
23.0,1.34
10.0,2.48
12.0,3.6
19.0,5.397605346934028e-79
8.0,0.03
40.0,4.59
21.0,2.16
15.0,0.57
48.0,1.85
51.0,2.24
16.0,1.62
77.0,1.91
60.0,3.02
33.0,5.0
63.0,5.0
3.0,5.397605346934028e-79
43.0,0.65
15.0,3.4
67.0,1.84
33.0,5.0
26.0,0.21
7.0,4.0
64.0,5.0
76.0,0.93
27.0,1.65
59.0,0.72
16.0,3.6
10.0,4.33
13.0,0.06
32.0,5.0
77.0,5.0
80.0,2.22
69.0,2.73
56.0,5.0
18.0,5.0
8.0,1.51
2.0,0.94
57.0,5.0
19.0,4.93
47.0,5.0
3.0,1.48
35.0,3.45
7.0,2.56
16.0,2.92
60.0,1.03
12.0,0.97
5.397605346934028e-79,5.0
3.0,1.71
10.0,4.33
80.0,2.46
66.0,0.98
9.0,2.02
71.0,3.24
40.0,4.32
11.0,2.56
67.0,0.31
10.0,4.41
39.0,1.62
12.0,0.95
9.0,0.09
34.0,3.17
6.0,3.91
29.0,5.0
14.0,5.0
18.0,4.63
21.0,0.85
61.0,1.86
69.0,1.82
11.0,1.81
39.0,1.71
4.0,3.56
37.0,1.37
24.0,1.17
11.0,1.62
43.0,0.09
62.0,2.7
61.0,2.18
44.0,4.5
5.0,5.0
17.0,0.06
53.0,4.48
4.0,1.02
5.0,0.32
31.0,4.26
17.0,2.77
1.0,1.91
23.0,2.22
48.0,4.42
26.0,5.0
12.0,2.26
50.0,3.91
65.0,0.48
53.0,4.12
9.0,2.94
7.0,3.41
51.0,1.25
17.0,0.75
44.0,0.32
5.397605346934028e-79,0.72
10.0,1.54
2.0,4.46
78.0,3.0
78.0,3.09
69.0,4.92
62.0,5.0
2.0,5.0
15.0,0.5
15.0,3.47
65.0,5.0
57.0,5.0
31.0,2.33
75.0,4.37
17.0,1.71
32.0,5.0
5.0,0.92
65.0,5.0
51.0,2.82
42.0,1.34
24.0,0.21
55.0,5.397605346934028e-79
65.0,5.0
1.0,5.0
69.0,2.54
12.0,1.85
12.0,1.67
18.0,3.06
8.0,2.74
77.0,2.32
75.0,4.1
8.0,2.09
3.0,1.35
80.0,0.88
80.0,2.07
68.0,1.3
70.0,5.0
75.0,1.94
7.0,1.75
1.0,0.89
59.0,2.02
57.0,5.0
60.0,5.0
7.0,5.0
28.0,4.82
50.0,5.0
71.0,3.04
59.0,5.0
61.0,5.0
48.0,5.0
57.0,3.6
3.0,2.31
24.0,1.08
76.0,5.0
6.0,2.46
69.0,5.0
59.0,5.0
37.0,5.0
17.0,1.08
68.0,2.58
77.0,2.73
4.0,2.83
43.0,5.397605346934028e-79
7.0,0.54
62.0,1.09
19.0,0.57
4.0,0.7
74.0,5.0
62.0,0.36
75.0,5.0
68.0,1.09
5.397605346934028e-79,2.22
51.0,4.22
70.0,5.0
78.0,1.77
8.0,3.71
67.0,2.17
3.0,1.91
5.397605346934028e-79,0.03
54.0,5.0
5.0,0.84
61.0,5.0
74.0,2.74
70.0,2.54
5.397605346934028e-79,1.8
80.0,2.21
64.0,5.0
12.0,5.0
8.0,0.91
63.0,2.16
6.0,1.05
66.0,0.91
57.0,4.12
32.0,1.17
32.0,0.74
76.0,5.0
9.0,1.91
12.0,3.41
18.0,1.02
7.0,0.81
15.0,0.01
5.397605346934028e-79,3.91
2.0,0.23
51.0,2.13
72.0,4.37
23.0,1.4
2.0,5.0
29.0,1.04
57.0,5.0
60.0,5.0
70.0,2.87
70.0,3.04
54.0,3.42
60.0,2.33
3.0,0.02
10.0,0.17
44.0,3.6
80.0,1.47
80.0,4.66
1.0,4.5
76.0,1.18
60.0,2.51
33.0,3.28
46.0,0.68
80.0,1.2
70.0,2.33
69.0,0.98
14.0,2.16
76.0,2.25
9.0,2.01
50.0,1.95
40.0,3.11
80.0,5.0
